GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
9181,735.3,1686.02,2123.4,211.34,117.77,-126.7,-1453.84,-3503.5,2152.89,2620.64,-1024.96,98.44,4563.32,-926.52,3636.8
9232,699.16,1737.42,2148.93,219.02,116.85,-138.65,-1450.88,-3483.08,2204.7,2621.47,-1041.28,98.83,4674.94,-942.46,3732.48
9283,715.49,1732.23,2141.64,226.19,114.9,-122.4,-1424.05,-3480.02,2126.53,2620.17,-1053.9,100.85,4650.69,-953.06,3697.63
9334,695.7,1707.76,2191.63,216.94,124.95,-157.87,-1433.01,-3490.38,2226.79,2636.14,-1056.91,99.43,4718.64,-957.47,3761.17
9385,696.72,1739.65,2143.99,222.83,134.25,-117.32,-1446.81,-3497.05,2190.83,2636.21,-1040.66,98.24,4703.3,-942.43,3760.87
9436,732.52,1789.99,2143.39,238.22,118.11,-145.61,-1407.5,-3483.95,2198.55,2612.13,-1039.17,102.91,4795.86,-936.26,3859.6
9487,733.07,1787.81,2148.88,229.04,106.77,-128.62,-1432.58,-3481.51,2169.15,2617.7,-1045.53,99.14,4749.69,-946.4,3803.3
9538,743.55,1697.66,2133.24,220.54,112.68,-135.0,-1381.82,-3511.82,2167.13,2615.6,-1023.67,101.85,4661.73,-921.82,3739.91
9589,720.92,1689.04,2137.23,206.06,106.06,-130.52,-1418.09,-3479.89,2200.32,2642.87,-1062.39,104.02,4673.99,-958.37,3715.62
9640,684.16,1753.74,2137.04,215.45,111.35,-123.88,-1406.83,-3498.15,2145.78,2629.53,-1047.8,99.95,4648.18,-947.85,3700.32
9691,744.39,1671.86,2147.97,211.19,120.46,-123.98,-1429.08,-3483.58,2149.03,2631.4,-1054.91,100.97,4639.66,-953.93,3685.73
9742,731.78,1735.79,2109.49,224.26,112.5,-134.34,-1417.03,-3523.71,2194.23,2640.11,-1027.2,98.4,4673.07,-928.81,3744.27
9793,716.03,1688.39,2162.24,228.77,127.98,-151.9,-1436.43,-3474.46,2204.57,2631.16,-1064.7,98.7,4696.34,-966.0,3730.35
9844,697.96,1731.06,2123.88,224.42,127.75,-134.42,-1407.34,-3495.22,2244.42,2638.58,-1051.15,102.11,4751.09,-949.04,3802.06
9895,734.62,1732.62,2135.8,225.06,124.15,-150.9,-1437.13,-3448.15,2194.91,2633.32,-1080.8,100.55,4744.28,-980.25,3764.03
9946,718.05,1707.84,2104.9,235.21,113.57,-140.71,-1448.05,-3456.04,2131.4,2613.1,-1064.69,99.04,4579.27,-965.65,3613.62
9997,712.45,1727.6,2150.27,229.42,105.6,-150.87,-1430.45,-3503.45,2212.65,2630.03,-1036.47,99.45,4683.25,-937.02,3746.24

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,708.67,1652.8,2069.8,219.94,121.23,-159.05,-1363.86,-3446.17,2117.35,2675.06,-947.2,101.78,4595.77,-845.42,3750.35
52,694.91,1676.88,2042.2,220.59,122.7,-157.82,-1395.57,-3419.54,2121.58,2658.43,-943.94,99.81,4564.35,-844.13,3720.22
103,683.03,1621.16,2080.28,211.04,117.34,-140.79,-1365.15,-3420.1,2130.22,2681.96,-969.17,102.07,4599.0,-867.1,3731.91
154,631.19,1641.76,2087.45,207.1,125.06,-161.19,-1375.95,-3398.54,2161.11,2671.88,-970.26,100.94,4589.86,-869.32,3720.54
205,708.49,1698.54,2091.87,215.48,114.44,-144.38,-1392.68,-3422.56,2076.19,2640.42,-933.62,100.85,4585.83,-832.77,3753.06
256,663.57,1673.35,2084.68,213.37,126.3,-152.4,-1348.85,-3366.51,2143.43,2658.24,-994.81,104.32,4695.19,-890.49,3804.7
307,676.76,1639.61,2078.89,214.58,114.16,-155.67,-1356.04,-3435.99,2180.36,2664.56,-938.66,102.91,4621.23,-835.76,3785.47
358,723.88,1649.0,2066.18,215.29,120.08,-161.16,-1379.52,-3383.64,2142.39,2637.9,-968.08,99.75,4630.39,-868.33,3762.06
409,657.8,1633.56,2087.92,210.6,116.97,-165.85,-1362.89,-3396.73,2182.11,2662.93,-973.18,102.04,4626.43,-871.14,3755.3
460,677.03,1669.53,2075.63,215.94,114.36,-146.2,-1379.98,-3436.16,2162.98,2658.61,-929.68,98.53,4611.75,-831.15,3780.6
511,682.08,1684.16,2062.08,212.74,122.13,-156.68,-1391.95,-3397.94,2072.25,2636.47,-953.62,100.77,4525.35,-852.85,3672.5
562,689.75,1666.08,2067.54,214.3,129.49,-146.97,-1412.59,-3391.6,2137.97,2660.7,-969.4,98.38,4614.68,-871.03,3743.65
613,680.7,1617.06,2075.92,213.67,130.81,-148.27,-1372.72,-3403.55,2201.24,2670.26,-966.23,99.67,4665.13,-866.57,3798.56
664,679.61,1659.5,2076.77,209.7,111.99,-152.37,-1395.73,-3379.89,2092.58,2639.8,-966.03,99.95,4541.97,-866.08,3675.89
715,667.09,1637.27,2080.46,214.59,117.55,-156.97,-1383.43,-3390.36,2100.44,2648.65,-959.64,99.42,4535.3,-860.21,3675.08
766,696.55,1685.6,2092.74,215.85,129.73,-166.43,-1402.8,-3387.32,2149.95,2642.43,-962.54,99.13,4656.31,-863.41,3792.9
817,677.8,1693.78,2082.04,214.39,106.55,-154.12,-1381.3,-3338.84,2098.74,2641.78,-1000.08,100.95,4640.82,-899.13,3741.69
868,669.14,1649.24,2056.98,207.37,113.75,-151.69,-1364.24,-3409.24,2144.32,2656.66,-946.82,100.0,4572.29,-846.82,3725.47
919,700.72,1621.36,2070.25,208.7,113.32,-130.79,-1346.75,-3398.23,2151.95,2656.69,-959.88,102.35,4647.23,-857.53,3789.69
970,671.73,1651.43,2054.77,216.73,101.22,-140.83,-1370.15,-3398.9,2145.29,2665.36,-962.37,101.86,4596.65,-860.51,3736.14
1021,685.93,1630.99,2079.91,210.28,126.1,-156.84,-1386.99,-3404.96,2164.3,2665.27,-951.8,97.9,4613.98,-853.9,3760.08
1072,677.0,1654.28,2072.33,224.19,108.76,-150.62,-1380.01,-3364.35,2111.65,2647.46,-979.33,100.14,4600.69,-879.19,3721.51
1123,689.37,1611.83,2093.88,212.03,120.35,-157.71,-1390.65,-3409.58,2141.23,2654.18,-947.61,96.78,4564.92,-850.83,3714.09
1174,713.62,1685.88,2110.11,222.55,105.89,-177.5,-1393.86,-3423.61,2128.1,2649.97,-929.76,99.5,4621.15,-830.26,3790.9
1225,675.7,1709.17,2059.52,220.49,117.72,-162.64,-1357.09,-3447.02,2217.82,2672.99,-929.81,99.68,4706.66,-830.14,3876.53
1276,734.01,1659.45,2095.32,212.81,116.06,-168.46,-1389.33,-3388.9,2095.04,2662.78,-970.47,101.55,4628.78,-868.92,3759.86
1327,696.47,1651.87,2064.92,219.09,115.44,-152.46,-1363.37,-3384.79,2143.66,2641.58,-965.47,100.04,4632.4,-865.44,3766.96
1378,665.88,1650.7,2072.85,213.05,130.66,-159.68,-1376.88,-3421.7,2146.69,2655.1,-937.27,98.93,4576.67,-838.34,3738.33
1429,751.92,1656.82,2070.64,215.79,112.78,-153.98,-1387.47,-3380.03,2125.15,2633.27,-961.48,102.54,4644.88,-858.95,3785.93
1480,712.9,1682.88,2071.28,227.79,108.5,-150.41,-1404.51,-3391.99,2100.88,2659.36,-964.54,98.63,4616.66,-865.91,3750.75
1531,682.66,1726.49,2083.9,212.38,118.75,-150.24,-1396.13,-3403.67,2084.2,2636.79,-946.61,99.93,4595.13,-846.68,3748.45
1582,708.68,1638.43,2058.25,204.6,116.06,-156.4,-1352.37,-3422.01,2163.69,2646.44,-937.2,100.68,4605.38,-836.51,3768.87
1633,666.73,1676.06,2079.6,217.64,116.93,-158.72,-1367.64,-3416.99,2180.23,2667.81,-954.59,97.66,4661.65,-856.93,3804.72
1684,710.61,1646.33,2069.65,215.77,109.03,-154.14,-1366.13,-3381.31,2097.73,2665.26,-977.59,103.18,4612.8,-874.41,3738.39
1735,681.0,1639.09,2077.56,216.82,128.22,-147.81,-1349.92,-3415.79,2170.86,2662.38,-951.7,101.58,4662.4,-850.12,3812.28
1786,674.24,1631.31,2064.15,211.76,117.54,-155.66,-1353.02,-3454.99,2157.55,2690.51,-939.57,102.44,4583.39,-837.13,3746.26
1837,684.85,1601.62,2062.28,201.57,106.74,-139.41,-1351.42,-3438.26,2187.93,2678.77,-942.66,102.84,4594.67,-839.83,3754.84
1888,700.73,1688.3,2081.57,212.07,117.71,-151.3,-1357.4,-3430.6,2125.64,2663.07,-939.83,102.76,4649.78,-837.07,3812.71
1939,701.63,1670.03,2083.36,224.16,120.87,-159.35,-1396.58,-3419.1,2175.22,2647.99,-939.28,101.04,4648.23,-838.24,3809.99
1990,675.74,1609.26,2090.41,211.86,106.43,-160.2,-1377.05,-3433.07,2145.67,2666.07,-930.31,101.76,4535.11,-828.54,3706.57
2041,697.98,1660.84,2068.22,213.28,121.65,-142.96,-1350.03,-3403.53,2139.68,2667.31,-966.51,102.28,4672.44,-864.23,3808.2
2092,677.53,1685.1,2092.37,208.28,108.85,-159.57,-1349.64,-3427.6,2110.29,2654.33,-937.69,101.0,4599.93,-836.68,3763.25
2143,759.77,1691.11,2084.31,213.28,106.22,-156.28,-1334.82,-3439.61,2145.85,2656.4,-928.87,100.11,4726.22,-828.76,3897.46
2194,684.06,1677.96,2089.43,216.84,117.18,-149.07,-1390.87,-3396.17,2125.9,2656.0,-960.87,98.87,4631.27,-862.0,3769.27
2245,691.74,1648.31,2093.9,209.71,116.88,-152.47,-1374.25,-3401.81,2194.44,2657.22,-949.35,100.17,4683.68,-849.19,3834.49
2296,655.59,1669.89,2034.13,210.85,123.12,-143.49,-1347.46,-3442.32,2118.42,2658.95,-918.5,102.45,4537.68,-816.05,3721.63
2347,707.93,1635.2,2053.03,213.45,127.79,-145.64,-1338.3,-3471.28,2156.25,2672.21,-905.93,102.98,4610.64,-802.95,3807.69
2398,677.1,1658.23,2039.28,214.08,112.05,-142.27,-1356.25,-3473.44,2185.5,2665.23,-887.78,103.09,4579.52,-784.69,3794.82
2449,694.76,1672.75,2069.5,219.97,122.9,-144.11,-1372.93,-3471.76,2121.53,2661.36,-904.74,103.18,4573.96,-801.57,3772.39
2500,656.09,1682.13,2048.26,221.51,125.55,-140.6,-1344.23,-3444.11,2149.48,2656.17,-921.42,104.92,4610.24,-816.5,3793.74
2551,697.44,1687.63,2053.49,221.2,123.89,-132.03,-1359.87,-3431.98,2128.03,2637.8,-918.5,103.27,4625.6,-815.23,3810.37
2602,624.56,1628.61,2062.61,202.66,119.66,-147.5,-1336.66,-3446.02,2186.81,2672.43,-926.08,103.48,4567.16,-822.6,3744.56
2653,688.24,1647.66,2054.5,209.26,114.58,-136.95,-1342.77,-3454.48,2123.02,2661.29,-910.45,104.26,4564.34,-806.19,3758.15
2704,683.54,1647.07,2032.09,193.53,118.17,-143.42,-1338.81,-3419.28,2142.37,2645.15,-937.25,103.54,4560.4,-833.71,3726.69
2755,696.71,1668.96,2068.54,205.71,128.41,-158.04,-1353.99,-3440.78,2136.65,2647.48,-917.42,101.14,4599.65,-816.28,3783.37
2806,708.65,1651.07,2056.28,212.36,112.71,-154.48,-1368.92,-3427.61,2182.89,2664.44,-928.18,102.34,4637.4,-825.84,3811.56
2857,669.42,1630.56,2053.58,206.95,118.1,-143.59,-1364.03,-3444.61,2148.85,2662.1,-920.89,99.82,4537.34,-821.07,3716.27
2908,712.31,1692.14,2043.19,211.1,111.21,-142.41,-1366.71,-3412.08,2102.49,2651.3,-952.59,100.92,4602.54,-851.67,3750.87
2959,684.87,1700.96,2092.01,224.32,127.34,-150.71,-1365.02,-3427.64,2197.17,2669.29,-950.6,99.5,4752.58,-851.1,3901.48
3010,690.46,1659.28,2065.54,210.8,114.08,-137.85,-1372.82,-3455.32,2174.2,2674.79,-927.34,99.07,4623.17,-828.27,3794.9
3061,667.06,1636.42,2058.62,219.94,110.41,-145.63,-1373.62,-3413.6,2112.9,2659.88,-956.0,100.94,4532.38,-855.06,3677.33
3112,707.53,1671.34,2043.75,222.05,129.87,-141.39,-1357.13,-3389.51,2068.5,2636.95,-960.49,101.93,4591.96,-858.56,3733.4
3163,711.42,1648.15,2070.79,214.46,107.91,-146.86,-1398.18,-3429.31,2114.15,2653.71,-934.28,99.86,4546.23,-834.42,3711.82
3214,686.49,1691.24,2056.52,196.36,120.0,-135.32,-1361.38,-3413.2,2097.33,2651.64,-947.21,101.78,4589.68,-845.43,3744.25
3265,703.12,1710.55,2033.37,225.54,122.89,-166.66,-1342.73,-3431.53,2109.77,2656.29,-935.37,103.64,4620.61,-831.73,3788.88
3316,723.1,1657.35,2065.52,205.73,134.08,-150.21,-1310.53,-3433.51,2158.85,2652.72,-942.58,103.41,4703.1,-839.16,3863.94
3367,711.58,1617.63,2060.92,207.65,118.83,-158.21,-1322.46,-3434.21,2147.17,2657.01,-931.71,103.71,4605.91,-828.0,3777.91
3418,693.77,1694.44,2092.79,216.55,129.51,-166.59,-1323.87,-3433.1,2149.72,2640.08,-928.39,101.07,4693.3,-827.32,3865.98
3469,674.21,1727.83,2064.28,225.17,131.4,-150.1,-1348.8,-3429.36,2186.27,2655.25,-929.99,103.0,4736.14,-826.99,3909.16
3520,682.95,1681.45,2025.23,217.98,106.55,-123.04,-1368.76,-3419.99,2126.83,2651.8,-934.77,100.74,4581.0,-834.03,3746.98
3571,700.86,1690.91,2067.3,219.85,115.08,-139.37,-1368.3,-3423.88,2130.73,2654.33,-936.53,100.77,4647.52,-835.76,3811.76
3622,679.22,1601.61,2074.36,193.79,122.98,-127.62,-1351.58,-3425.27,2184.73,2658.12,-945.59,104.58,4610.34,-841.01,3769.33
3673,667.69,1660.8,2085.92,203.26,121.71,-139.73,-1353.69,-3439.03,2136.74,2653.25,-928.72,99.71,4596.93,-829.01,3767.93
3724,663.27,1630.7,2109.9,222.53,119.46,-152.08,-1375.49,-3454.78,2196.39,2681.82,-920.66,102.02,4641.72,-818.64,3823.08
3775,729.2,1662.05,2078.46,206.66,109.82,-152.08,-1342.88,-3425.67,2054.68,2657.3,-940.75,103.23,4577.54,-837.52,3740.02
3826,665.53,1651.15,2097.25,212.55,114.43,-162.59,-1347.23,-3447.69,2189.03,2685.4,-930.41,104.69,4657.84,-825.72,3832.12
3877,702.63,1673.16,2067.54,220.3,121.29,-143.2,-1372.75,-3435.49,2176.95,2658.69,-921.34,102.44,4669.14,-818.9,3850.23
3928,693.06,1655.25,2042.13,206.48,120.55,-137.14,-1343.66,-3398.39,2165.01,2681.25,-977.12,106.62,4684.53,-870.5,3814.03
3979,710.76,1670.17,2060.28,218.73,113.09,-157.56,-1327.19,-3421.16,2140.2,2653.55,-945.83,104.2,4660.87,-841.63,3819.24
4030,684.96,1678.81,2034.56,206.5,115.95,-155.2,-1339.68,-3383.3,2161.6,2643.56,-959.49,107.16,4647.75,-852.33,3795.42
4081,671.49,1674.11,2038.38,202.83,112.36,-160.29,-1358.03,-3473.24,2194.95,2671.05,-896.72,102.74,4573.62,-793.98,3779.64
4132,717.65,1654.52,2079.38,221.91,112.28,-149.83,-1361.48,-3438.53,2213.83,2640.87,-907.28,101.4,4690.61,-805.87,3884.74
4183,688.99,1635.47,2021.48,212.07,110.39,-138.94,-1362.37,-3426.13,2117.58,2671.7,-941.03,102.71,4530.25,-838.32,3691.93
4234,715.71,1649.78,2050.29,214.28,117.32,-152.28,-1362.69,-3464.77,2110.98,2657.24,-899.44,101.14,4535.86,-798.29,3737.57
4285,713.92,1673.19,2061.48,219.15,107.7,-149.62,-1371.65,-3429.46,2154.54,2663.23,-938.01,105.02,4642.47,-832.98,3809.49
4336,697.09,1658.06,2055.49,215.63,121.2,-127.05,-1369.9,-3376.86,2175.68,2653.49,-969.17,104.75,4702.82,-864.41,3838.41
4387,681.35,1674.21,2048.42,216.9,115.88,-136.69,-1350.3,-3405.9,2094.9,2664.19,-952.74,105.19,4602.96,-847.55,3755.41
4438,742.07,1676.7,2053.71,225.76,126.21,-151.03,-1324.48,-3384.02,2145.09,2648.93,-974.51,108.22,4758.95,-866.3,3892.65
4489,693.53,1604.86,2076.0,210.4,112.25,-146.36,-1368.77,-3405.87,2184.92,2654.54,-939.61,104.87,4615.5,-834.74,3780.77
4540,671.03,1596.58,2053.44,209.5,123.66,-147.92,-1336.51,-3366.15,2190.02,2635.39,-975.85,104.76,4629.05,-871.09,3757.95
4591,703.99,1674.51,2041.64,229.25,106.42,-147.1,-1358.64,-3377.97,2150.97,2652.54,-973.69,103.66,4675.62,-870.03,3805.59
4642,660.79,1650.01,2080.35,215.55,109.51,-142.58,-1365.21,-3389.36,2144.95,2641.88,-961.28,102.35,4605.9,-858.93,3746.96
4693,680.6,1651.06,2067.71,210.98,115.54,-137.93,-1389.68,-3381.88,2210.41,2670.21,-978.38,104.17,4697.03,-874.21,3822.82
4744,674.75,1694.19,2048.15,221.48,111.02,-146.84,-1408.3,-3367.92,2155.26,2652.57,-972.98,101.2,4634.38,-871.78,3762.6
4795,662.96,1685.62,2032.16,208.65,119.82,-147.47,-1354.68,-3348.71,2130.83,2623.27,-977.48,104.33,4612.46,-873.15,3739.31
4846,664.68,1632.57,2081.5,214.43,102.7,-158.65,-1361.49,-3383.83,2096.93,2639.38,-959.9,102.59,4528.22,-857.32,3670.91
4897,667.79,1672.12,2083.98,202.86,110.05,-128.19,-1362.36,-3407.22,2125.22,2646.26,-944.36,101.94,4610.51,-842.42,3768.09
4948,658.79,1677.54,2067.74,210.24,117.0,-142.7,-1381.5,-3412.29,2105.22,2635.13,-929.24,103.33,4535.16,-825.91,3709.25
4999,690.49,1678.38,2066.65,209.77,103.68,-155.26,-1361.32,-3406.17,2066.83,2633.87,-932.29,104.2,4526.89,-828.09,3698.8
5050,717.71,1593.2,2074.04,217.4,117.36,-150.54,-1353.13,-3391.98,2125.16,2635.14,-947.11,101.56,4584.36,-845.56,3738.8
5101,702.88,1620.06,2070.64,213.59,111.46,-131.35,-1354.06,-3346.11,2147.08,2632.12,-985.51,102.44,4666.29,-883.08,3783.21
5152,647.47,1657.07,2051.34,216.76,127.43,-131.91,-1371.51,-3407.81,2242.9,2663.68,-955.33,101.92,4695.42,-853.41,3842.0
5203,687.41,1620.14,2088.23,213.8,109.59,-135.99,-1357.32,-3394.74,2152.32,2656.96,-965.09,101.82,4640.41,-863.27,3777.13
5254,685.27,1734.47,2061.01,216.76,96.81,-126.32,-1363.82,-3399.94,2094.24,2643.31,-953.92,102.85,4641.78,-851.06,3790.72
5305,721.63,1660.64,2065.21,211.67,117.79,-124.06,-1363.9,-3383.24,2175.69,2638.82,-952.95,101.93,4720.25,-851.02,3869.23
5356,660.87,1671.22,2068.89,204.3,119.51,-136.51,-1373.89,-3375.87,2115.64,2644.98,-970.03,102.34,4599.14,-867.69,3731.45
5407,638.18,1688.39,2085.68,203.72,113.51,-122.4,-1373.49,-3420.85,2190.53,2659.04,-935.18,101.94,4662.32,-833.24,3829.08
5458,664.16,1670.9,2054.47,208.87,115.0,-135.26,-1374.85,-3383.42,2147.21,2635.13,-957.38,100.76,4602.23,-856.62,3745.6
5509,673.93,1657.1,2054.92,204.65,116.85,-151.21,-1373.29,-3415.07,2088.0,2647.59,-944.44,103.62,4503.45,-840.82,3662.62
5560,695.64,1611.19,2036.7,216.31,111.96,-147.54,-1375.25,-3400.46,2141.44,2641.0,-947.69,102.11,4530.99,-845.59,3685.4
5611,670.76,1640.32,2040.17,217.36,113.42,-146.99,-1360.81,-3402.02,2128.0,2651.04,-948.27,104.18,4551.25,-844.09,3707.16
5662,689.38,1661.89,2058.11,213.75,115.41,-140.26,-1372.03,-3337.75,2195.89,2644.66,-1001.3,103.74,4729.05,-897.56,3831.49
5713,699.11,1674.41,2110.79,207.83,124.59,-132.89,-1374.13,-3422.48,2132.47,2646.02,-930.41,104.26,4665.72,-826.15,3839.58
5764,691.59,1648.32,2063.77,217.81,105.25,-136.22,-1357.93,-3431.25,2192.05,2675.7,-951.87,104.79,4669.09,-847.07,3822.02
5815,703.62,1618.45,2046.36,220.85,116.15,-136.59,-1369.27,-3420.12,2109.56,2649.49,-939.86,101.25,4538.48,-838.61,3699.87
5866,665.01,1655.62,2047.4,209.51,104.48,-132.17,-1338.8,-3360.46,2176.51,2639.21,-988.81,105.1,4666.33,-883.71,3782.62
5917,696.29,1744.7,2091.8,219.11,107.88,-157.42,-1377.22,-3394.7,2148.75,2640.0,-952.2,102.52,4719.2,-849.68,3869.52
5968,692.45,1647.55,2073.13,217.04,107.02,-140.4,-1382.18,-3382.18,2127.16,2630.89,-957.55,104.82,4590.48,-852.72,3737.75
6019,652.25,1562.13,2056.09,210.5,119.87,-137.04,-1379.4,-3377.14,2191.36,2654.03,-968.38,104.68,4552.65,-863.7,3688.96
6070,704.88,1673.49,2057.77,212.04,118.0,-145.04,-1369.14,-3323.42,2156.27,2624.2,-1003.34,103.9,4709.04,-899.44,3809.6
6121,716.39,1629.72,2053.16,221.05,106.65,-126.0,-1339.32,-3382.21,2140.21,2644.3,-975.99,105.33,4663.96,-870.67,3793.29
6172,682.79,1630.45,2059.87,220.52,99.99,-112.47,-1368.5,-3378.89,2158.33,2642.41,-969.58,105.67,4634.49,-863.91,3770.59
6223,681.39,1692.11,2052.93,213.15,110.85,-131.56,-1369.18,-3407.58,2125.49,2632.51,-934.55,103.24,4600.11,-831.31,3768.8
6274,678.81,1720.97,2054.11,213.85,112.08,-121.29,-1335.82,-3361.93,2129.39,2638.02,-993.43,108.58,4728.19,-884.85,3843.34
6325,736.86,1611.95,2072.06,217.26,118.93,-139.71,-1340.1,-3368.99,2131.83,2642.72,-976.61,102.88,4682.82,-873.73,3809.08
6376,701.06,1638.53,2038.76,209.35,129.28,-142.91,-1337.0,-3367.05,2084.53,2645.51,-982.11,104.43,4600.06,-877.68,3722.38
6427,665.86,1624.67,2052.08,211.11,119.2,-140.08,-1375.41,-3398.55,2133.79,2643.93,-941.82,100.84,4536.6,-840.99,3695.62
6478,709.71,1670.99,2058.23,217.04,122.9,-142.62,-1328.54,-3409.12,2184.79,2637.9,-949.31,102.91,4721.28,-846.41,3874.87
6529,697.61,1665.31,2049.12,220.89,109.13,-126.1,-1326.75,-3389.01,2143.63,2650.22,-966.22,105.35,4694.04,-860.88,3833.16
6580,709.92,1710.38,2039.25,217.45,126.11,-127.48,-1340.32,-3391.4,2098.56,2619.94,-952.22,103.45,4662.42,-848.78,3813.64
6631,656.62,1673.35,2052.48,217.61,117.91,-144.16,-1336.34,-3401.16,2133.85,2638.41,-945.43,101.23,4608.58,-844.2,3764.38
6682,675.08,1617.99,2054.93,202.41,127.79,-140.67,-1349.38,-3381.55,2145.45,2639.44,-959.97,102.09,4591.48,-857.88,3733.6
6733,701.52,1639.22,2042.27,213.65,116.24,-140.31,-1311.7,-3411.93,2135.68,2634.94,-940.05,104.24,4619.57,-835.82,3783.76
6784,742.74,1613.9,2074.33,210.35,122.22,-141.08,-1343.0,-3440.42,2116.68,2633.66,-915.07,102.89,4589.38,-812.18,3777.2
6835,695.53,1671.24,2063.93,220.76,115.48,-120.58,-1317.41,-3442.97,2083.29,2641.36,-914.58,102.91,4610.63,-811.67,3798.96
6886,739.72,1657.33,2039.19,212.26,101.74,-140.95,-1363.35,-3356.97,2073.85,2644.72,-990.67,102.51,4607.52,-888.16,3719.36
6937,681.35,1671.63,2051.86,224.08,115.39,-147.76,-1384.08,-3393.11,2115.76,2651.16,-953.6,101.93,4586.29,-851.67,3734.62
6988,710.96,1653.67,2060.1,224.92,110.55,-139.18,-1387.57,-3394.59,2160.5,2651.15,-956.25,102.24,4650.5,-854.01,3796.5
7039,675.21,1639.74,2057.28,205.69,114.03,-151.17,-1351.8,-3444.9,2120.5,2659.48,-921.85,102.89,4524.06,-818.96,3705.1
7090,692.55,1646.04,2079.6,224.12,120.25,-145.14,-1343.1,-3413.26,2165.64,2645.59,-938.55,102.22,4672.28,-836.33,3835.95
7141,699.65,1687.84,2047.92,215.8,114.87,-141.31,-1389.96,-3410.75,2095.61,2650.39,-949.18,100.78,4570.06,-848.4,3721.66
7192,720.03,1693.73,2086.01,216.03,114.02,-149.26,-1346.28,-3429.27,2071.13,2656.66,-940.63,101.65,4632.8,-838.98,3793.82
7243,697.85,1612.37,2089.7,200.28,130.71,-150.78,-1338.83,-3432.88,2148.98,2655.79,-935.3,100.78,4613.18,-834.53,3778.66
7294,705.19,1703.44,2093.02,217.71,120.26,-156.66,-1347.17,-3437.26,2127.29,2639.39,-920.53,100.03,4665.21,-820.5,3844.71
7345,693.64,1699.81,2063.48,220.43,123.18,-147.63,-1371.15,-3460.83,2113.37,2648.1,-911.12,99.87,4582.4,-811.25,3771.15
7396,714.13,1699.04,2064.6,214.72,106.22,-148.09,-1373.01,-3414.64,2068.81,2642.49,-938.89,99.72,4574.28,-839.17,3735.1
7447,684.67,1649.5,2076.34,207.74,113.23,-143.72,-1359.37,-3449.33,2102.19,2650.16,-915.55,97.99,4531.4,-817.56,3713.84
7498,711.12,1628.01,2055.31,203.3,116.21,-158.54,-1333.22,-3433.66,2109.83,2668.73,-944.62,99.96,4567.08,-844.66,3722.42
7549,677.48,1644.71,2043.9,214.0,113.13,-124.59,-1350.26,-3409.73,2131.04,2670.03,-961.89,100.64,4609.71,-861.25,3748.46
7600,696.73,1681.22,2037.62,204.45,119.72,-129.23,-1332.15,-3414.05,2111.18,2665.81,-963.4,101.7,4641.29,-861.7,3779.59
7651,667.32,1663.75,2053.08,210.6,106.18,-144.67,-1380.22,-3420.48,2182.12,2660.97,-939.64,100.36,4598.65,-839.29,3759.37
7702,677.11,1642.17,2058.43,205.94,122.59,-148.02,-1368.1,-3397.76,2187.08,2657.75,-964.55,101.27,4637.19,-863.28,3773.92
7753,711.2,1687.97,2052.64,219.69,106.74,-146.51,-1395.67,-3378.51,2145.41,2657.13,-976.44,100.81,4660.08,-875.63,3784.45
7804,670.93,1691.9,2080.03,216.36,129.41,-140.98,-1369.45,-3400.18,2160.48,2638.9,-949.42,99.77,4677.38,-849.65,3827.73
7855,696.2,1629.66,2071.22,209.47,119.15,-138.16,-1392.37,-3405.13,2113.8,2656.46,-958.17,99.65,4560.3,-858.53,3701.77
7906,680.55,1719.43,2088.23,214.65,118.97,-141.11,-1401.4,-3347.24,2109.1,2645.89,-1001.74,101.78,4687.08,-899.97,3787.11
7957,718.7,1661.76,2068.6,212.13,109.53,-145.52,-1361.98,-3380.0,2169.86,2662.61,-983.0,99.64,4715.69,-883.36,3832.33
8008,721.9,1635.65,2024.37,211.66,101.42,-130.52,-1363.63,-3383.43,2135.08,2655.28,-974.31,101.26,4607.78,-873.05,3734.73
8059,681.49,1658.05,2079.09,218.49,124.41,-156.81,-1357.16,-3399.1,2181.14,2663.48,-960.14,102.26,4693.09,-857.88,3835.21
8110,683.4,1653.74,2073.23,212.12,113.2,-138.85,-1368.66,-3426.6,2087.76,2634.03,-921.19,100.4,4523.37,-820.79,3702.58
8161,669.89,1614.07,2054.0,212.5,113.45,-133.19,-1367.54,-3417.58,2173.89,2650.3,-936.09,101.4,4569.8,-834.69,3735.11
8212,682.49,1685.43,2090.09,207.66,125.81,-145.14,-1402.39,-3416.29,2142.61,2642.87,-924.44,99.75,4613.12,-824.7,3788.42
8263,686.33,1642.77,2069.85,213.13,115.72,-124.63,-1364.5,-3436.67,2142.66,2637.84,-913.57,97.97,4582.49,-815.6,3766.89
8314,646.5,1598.82,2074.85,205.48,113.64,-121.09,-1375.28,-3432.9,2173.37,2661.61,-926.89,99.27,4544.98,-827.62,3717.36
