GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
5050,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-51.0,-9.04,-0.0,-0.0,11.87,-44.84,79.48,-60.04,46.51,-13.53
5101,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-48.31,0.37,0.0,-0.0,2.14,-44.14,77.81,-47.94,35.8,-12.13
5152,0.0,0.0,0.0,0.0,0.0,0.0,-54.05,-10.87,-0.0,0.0,10.89,-44.44,76.77,-64.92,43.21,-21.7
5203,-0.0,-0.0,0.0,0.0,-0.0,0.0,-49.85,-5.89,0.0,0.0,7.47,-43.97,76.85,-55.73,40.35,-15.38
5254,-0.0,-0.0,0.0,0.0,0.0,-0.0,-49.53,-6.22,-0.0,-0.0,5.76,-44.42,76.84,-55.75,38.18,-17.57
5305,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-43.08,-3.0,0.0,0.0,1.13,-41.97,72.32,-46.08,31.48,-14.61
5356,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-48.95,-6.48,0.0,0.0,7.11,-40.59,72.04,-55.43,38.56,-16.87
5407,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-48.01,-12.65,0.0,0.0,14.96,-42.31,75.35,-60.66,48.0,-12.66
5458,-0.0,0.0,-0.0,-0.0,0.0,0.0,-51.29,-2.93,0.0,-0.0,4.72,-45.79,77.54,-54.21,36.47,-17.75
5509,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-43.93,-2.83,-0.0,-0.0,7.97,-42.05,74.54,-46.77,40.47,-6.3
5560,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-43.87,-8.38,0.0,-0.0,9.7,-43.28,76.65,-52.25,43.06,-9.18
5611,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-52.03,-2.99,-0.0,0.0,9.72,-44.42,76.73,-55.02,42.02,-13.0
5662,-0.0,-0.0,0.0,0.0,0.0,-0.0,-52.34,-4.74,-0.0,0.0,8.27,-45.08,76.84,-57.08,40.03,-17.05
5713,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-53.93,-14.19,-0.0,0.0,18.26,-43.96,76.23,-68.12,50.53,-17.59
5764,-0.0,0.0,-0.0,-0.0,0.0,0.0,-46.77,-8.84,-0.0,-0.0,10.38,-47.45,79.24,-55.61,42.17,-13.44
5815,-0.0,0.0,0.0,0.0,0.0,0.0,-53.55,3.91,-0.0,-0.0,4.1,-41.71,76.48,-49.64,38.87,-10.77
5866,0.0,-0.0,0.0,0.0,0.0,0.0,-45.49,-27.66,0.0,0.0,30.81,-47.2,81.02,-73.15,64.63,-8.52
5917,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-47.47,-25.46,-0.0,0.0,25.8,-45.63,78.96,-72.93,59.13,-13.8
5968,0.0,0.0,0.0,-0.0,-0.0,-0.0,-39.25,6.24,0.0,0.0,-4.61,-44.06,75.93,-33.01,27.25,-5.75
6019,0.0,-0.0,0.0,-0.0,0.0,-0.0,-46.15,7.7,0.0,0.0,-3.88,-43.06,77.32,-38.44,30.38,-8.07
6070,-0.0,-0.0,0.0,-0.0,0.0,0.0,-42.92,-7.71,0.0,0.0,10.35,-44.17,77.22,-50.63,43.4,-7.23
6121,0.0,-0.0,-0.0,0.0,0.0,-0.0,-43.38,-14.99,0.0,-0.0,13.57,-49.89,82.07,-58.37,45.75,-12.62
6172,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-42.62,-12.65,0.0,-0.0,13.91,-45.03,78.07,-55.27,46.95,-8.32
6223,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-42.02,-13.59,0.0,-0.0,14.15,-47.56,76.97,-55.61,43.56,-12.05
6274,-0.0,0.0,0.0,0.0,0.0,-0.0,-39.35,-22.39,-0.0,0.0,20.29,-48.55,77.97,-61.75,49.72,-12.03
6325,0.0,-0.0,0.0,0.0,-0.0,0.0,-44.75,-1.19,0.0,0.0,6.88,-42.11,72.6,-45.94,37.37,-8.57
6376,0.0,-0.0,-0.0,0.0,0.0,0.0,-43.92,-10.99,-0.0,-0.0,17.11,-40.08,75.94,-54.91,52.97,-1.94
6427,0.0,-0.0,-0.0,-0.0,0.0,0.0,-47.35,-15.09,0.0,-0.0,18.68,-42.58,76.77,-62.44,52.87,-9.57
6478,-0.0,0.0,0.0,-0.0,0.0,-0.0,-43.28,-7.99,-0.0,0.0,10.73,-44.37,78.97,-51.27,45.33,-5.94
6529,-0.0,-0.0,0.0,0.0,0.0,0.0,-44.26,-16.74,0.0,-0.0,15.8,-41.45,72.72,-61.0,47.07,-13.94
6580,-0.0,0.0,0.0,0.0,0.0,-0.0,-49.17,-8.48,-0.0,-0.0,13.76,-44.46,78.09,-57.65,47.4,-10.25
6631,0.0,0.0,-0.0,0.0,0.0,-0.0,-46.3,-7.0,0.0,-0.0,11.77,-44.02,77.07,-53.3,44.82,-8.47
6682,0.0,0.0,-0.0,-0.0,0.0,-0.0,-51.14,-15.4,0.0,-0.0,21.85,-44.32,76.44,-66.55,53.96,-12.59
6733,0.0,0.0,-0.0,0.0,0.0,-0.0,-46.93,-8.7,-0.0,-0.0,13.71,-44.83,75.28,-55.63,44.16,-11.47
6784,-0.0,-0.0,0.0,0.0,0.0,0.0,-46.17,-10.91,0.0,0.0,15.71,-43.04,76.2,-57.08,48.87,-8.21
6835,0.0,0.0,-0.0,0.0,0.0,-0.0,-52.82,-5.85,0.0,0.0,14.14,-43.42,76.06,-58.67,46.78,-11.89
6886,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-52.4,8.22,-0.0,-0.0,0.44,-44.13,78.93,-44.17,35.24,-8.93
6937,0.0,-0.0,-0.0,-0.0,0.0,0.0,-53.86,-19.61,0.0,0.0,23.02,-45.89,78.31,-73.47,55.44,-18.03
6988,0.0,0.0,0.0,0.0,-0.0,0.0,-34.93,-21.08,0.0,-0.0,20.23,-46.87,77.93,-56.01,51.3,-4.72
7039,-0.0,0.0,-0.0,0.0,0.0,0.0,-48.06,-9.95,0.0,0.0,12.64,-45.72,77.6,-58.01,44.52,-13.49
7090,0.0,0.0,0.0,0.0,0.0,-0.0,-44.82,-22.18,-0.0,0.0,23.79,-48.98,82.94,-67.01,57.75,-9.26
7141,-0.0,-0.0,-0.0,0.0,0.0,0.0,-42.38,-20.46,-0.0,0.0,19.34,-46.01,78.29,-62.84,51.62,-11.21
7192,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-42.13,-26.1,0.0,0.0,26.19,-46.59,79.24,-68.23,58.84,-9.39
7243,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-41.73,-22.79,0.0,-0.0,24.25,-47.27,79.67,-64.52,56.65,-7.87
7294,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-30.2,-28.5,-0.0,-0.0,25.9,-43.98,75.92,-58.7,57.84,-0.86
7345,0.0,0.0,0.0,0.0,-0.0,0.0,-50.36,-24.24,-0.0,-0.0,27.87,-49.59,83.48,-74.59,61.77,-12.83
7396,0.0,0.0,-0.0,0.0,0.0,0.0,-49.78,-33.58,0.0,0.0,35.0,-49.13,81.04,-83.36,66.91,-16.45
7447,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-47.15,-15.79,0.0,-0.0,18.89,-46.9,79.0,-62.94,50.99,-11.95
7498,0.0,-0.0,-0.0,0.0,0.0,0.0,-44.63,-35.75,-0.0,0.0,34.29,-46.95,78.84,-80.38,66.18,-14.2
7549,0.0,-0.0,0.0,0.0,-0.0,-0.0,-48.55,-21.19,-0.0,-0.0,23.56,-45.14,78.18,-69.74,56.6,-13.14
7600,-0.0,0.0,-0.0,-0.0,0.0,0.0,-43.56,-33.15,0.0,-0.0,31.68,-45.89,77.57,-76.7,63.36,-13.34
7651,-0.0,0.0,-0.0,-0.0,0.0,0.0,-47.78,-20.42,-0.0,0.0,24.88,-44.15,80.18,-68.2,60.9,-7.3
7702,0.0,-0.0,0.0,0.0,-0.0,0.0,-43.61,-28.82,0.0,0.0,30.78,-44.43,79.18,-72.43,65.53,-6.9
7753,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-38.55,-46.38,-0.0,-0.0,46.37,-44.91,76.2,-84.93,77.66,-7.27
7804,-0.0,0.0,-0.0,0.0,-0.0,0.0,-55.09,-21.86,0.0,0.0,24.93,-46.06,78.77,-76.94,57.64,-19.3
7855,0.0,-0.0,-0.0,0.0,0.0,0.0,-48.69,-19.99,-0.0,-0.0,26.52,-47.74,79.25,-68.68,58.04,-10.64
7906,-0.0,0.0,0.0,0.0,0.0,0.0,-52.82,11.09,-0.0,0.0,-0.39,-46.05,80.47,-41.73,34.03,-7.7
7957,0.0,-0.0,-0.0,0.0,0.0,-0.0,-47.06,-2.61,-0.0,-0.0,9.27,-46.9,79.74,-49.67,42.12,-7.56
8008,0.0,0.0,-0.0,0.0,-0.0,0.0,-45.17,13.87,-0.0,0.0,-4.22,-41.68,77.88,-31.3,31.98,0.67
8059,-0.0,0.0,0.0,0.0,-0.0,-0.0,-43.08,-0.21,-0.0,-0.0,4.03,-43.82,76.38,-43.29,36.59,-6.7
8110,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-50.6,-11.48,0.0,0.0,18.41,-46.1,79.11,-62.08,51.42,-10.66
8161,0.0,0.0,0.0,-0.0,0.0,0.0,-41.12,-11.33,-0.0,0.0,15.58,-43.75,77.36,-52.45,49.18,-3.27
8212,0.0,0.0,0.0,0.0,0.0,0.0,-47.78,13.24,0.0,0.0,-5.27,-44.16,79.19,-34.53,29.76,-4.78
8263,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-52.68,9.8,-0.0,-0.0,-2.86,-42.94,79.49,-42.88,33.68,-9.2
8314,0.0,-0.0,0.0,-0.0,0.0,0.0,-52.54,1.01,0.0,0.0,4.99,-45.44,81.67,-51.53,41.23,-10.31
8365,0.0,-0.0,0.0,-0.0,0.0,0.0,-38.85,4.06,-0.0,0.0,5.34,-45.91,80.69,-34.79,40.12,5.33
8416,0.0,-0.0,0.0,-0.0,0.0,-0.0,-51.39,13.07,-0.0,0.0,-1.96,-42.56,77.95,-38.32,33.43,-4.89
8467,0.0,0.0,-0.0,0.0,-0.0,-0.0,-45.89,14.63,-0.0,0.0,-6.5,-43.31,76.84,-31.27,27.04,-4.23
8518,-0.0,0.0,0.0,-0.0,-0.0,0.0,-44.18,5.2,0.0,-0.0,-1.69,-41.44,75.2,-38.97,32.08,-6.89
8569,-0.0,-0.0,0.0,0.0,0.0,-0.0,-45.01,14.29,-0.0,0.0,-8.28,-43.61,78.18,-30.73,26.3,-4.43
8620,-0.0,-0.0,-0.0,0.0,0.0,0.0,-49.87,3.34,-0.0,-0.0,5.44,-42.77,77.73,-46.54,40.39,-6.15
8671,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-47.68,3.28,-0.0,0.0,7.41,-45.2,81.11,-44.4,43.32,-1.08
8722,-0.0,0.0,0.0,0.0,0.0,0.0,-54.64,11.28,0.0,-0.0,0.17,-45.03,79.11,-43.35,34.24,-9.11
8773,0.0,-0.0,0.0,-0.0,0.0,-0.0,-46.71,5.29,-0.0,-0.0,-0.35,-47.08,78.95,-41.42,31.53,-9.89
8824,0.0,0.0,0.0,0.0,-0.0,0.0,-47.42,2.53,0.0,-0.0,7.77,-44.88,77.31,-44.88,40.21,-4.68
8875,-0.0,0.0,-0.0,0.0,-0.0,0.0,-53.9,13.74,0.0,0.0,-4.22,-44.33,79.0,-40.16,30.45,-9.71
8926,0.0,0.0,0.0,-0.0,-0.0,0.0,-52.79,-16.29,-0.0,0.0,19.41,-50.05,84.1,-69.08,53.46,-15.62
8977,0.0,-0.0,-0.0,-0.0,0.0,0.0,-49.29,-6.51,-0.0,-0.0,9.21,-46.75,81.11,-55.8,43.58,-12.22
9028,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-44.28,-1.76,0.0,0.0,3.58,-47.64,80.78,-46.04,36.72,-9.32
9079,-0.0,0.0,0.0,0.0,-0.0,-0.0,-45.49,-14.73,0.0,-0.0,18.35,-49.07,83.94,-60.23,53.22,-7.0
9130,0.0,0.0,0.0,0.0,0.0,0.0,-52.11,28.72,0.0,0.0,-19.82,-43.59,77.99,-23.39,14.58,-8.81
9181,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-49.44,8.66,0.0,0.0,1.36,-45.33,79.35,-40.77,35.38,-5.4
9232,0.0,-0.0,0.0,0.0,0.0,0.0,-50.87,17.19,-0.0,0.0,-10.64,-42.78,79.21,-33.68,25.8,-7.88
9283,0.0,0.0,-0.0,-0.0,0.0,-0.0,-53.0,27.0,-0.0,0.0,-15.94,-43.69,77.62,-26.01,17.98,-8.02
9334,-0.0,0.0,-0.0,0.0,0.0,0.0,-50.42,14.07,0.0,0.0,-3.4,-41.57,75.04,-36.35,30.07,-6.28
9385,-0.0,0.0,0.0,0.0,0.0,-0.0,-41.89,22.48,-0.0,0.0,-14.27,-40.47,72.6,-19.42,17.85,-1.57
9436,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-44.73,21.96,0.0,-0.0,-14.7,-40.2,73.45,-22.77,18.55,-4.23
9487,0.0,-0.0,0.0,0.0,-0.0,-0.0,-41.55,23.51,-0.0,-0.0,-17.89,-39.0,73.52,-18.05,16.62,-1.42
9538,0.0,0.0,-0.0,-0.0,0.0,0.0,-53.44,-1.41,0.0,-0.0,11.37,-48.59,86.18,-54.85,48.96,-5.89
9589,0.0,-0.0,0.0,0.0,-0.0,0.0,-47.59,-7.15,0.0,-0.0,13.13,-47.58,82.78,-54.74,48.33,-6.41
9640,0.0,0.0,0.0,0.0,-0.0,0.0,-49.14,5.47,-0.0,-0.0,3.32,-44.61,81.27,-43.67,39.98,-3.69
9691,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-45.16,2.32,-0.0,0.0,4.49,-43.86,79.57,-42.83,40.2,-2.63
9742,0.0,0.0,-0.0,0.0,0.0,0.0,-54.46,3.36,0.0,0.0,1.66,-48.51,84.13,-51.1,37.28,-13.82
9793,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-43.3,-5.19,-0.0,0.0,9.36,-44.99,79.99,-48.49,44.37,-4.13
9844,0.0,0.0,-0.0,0.0,0.0,-0.0,-46.69,1.38,0.0,-0.0,5.78,-49.3,83.33,-45.31,39.81,-5.5
9895,-0.0,-0.0,0.0,-0.0,0.0,0.0,-51.61,3.49,-0.0,0.0,2.43,-48.62,84.2,-48.12,38.01,-10.11
9946,-0.0,-0.0,0.0,-0.0,0.0,0.0,-51.72,15.25,0.0,0.0,-4.56,-45.62,81.2,-36.46,31.02,-5.44
9997,0.0,0.0,-0.0,-0.0,0.0,0.0,-48.52,-7.19,0.0,-0.0,12.3,-47.04,82.62,-55.71,47.88,-7.83


